City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
232,Atbasar,KZ,2021-03-10 02:54:03,51.8,68.3333,13.95,96,100,8.03,light snow
233,Sinnamary,GF,2021-03-10 03:01:08,5.3833,-52.95,76.91,87,100,11.59,overcast clouds
234,Kahului,US,2021-03-10 03:01:08,20.8947,-156.47,73.4,78,90,9.22,light rain
235,Paramonga,PE,2021-03-10 03:01:09,-10.6667,-77.8333,72.97,78,98,0.49,overcast clouds
236,Telfs,AT,2021-03-10 03:01:09,47.3,11.0667,35.6,69,75,1.14,broken clouds
237,Pereslavl-Zalesskiy,RU,2021-03-10 03:01:09,56.7393,38.8563,-17.27,88,67,5.82,broken clouds
238,Jalu,LY,2021-03-10 03:01:09,29.0331,21.5482,58.17,86,0,9.37,clear sky
239,Namibe,AO,2021-03-10 03:01:10,-15.1961,12.1522,74.35,79,98,5.28,overcast clouds
240,Waihi Beach,NZ,2021-03-10 03:01:10,-37.4,175.9333,70.0,73,100,4.0,moderate rain
241,Armacao De Pera,PT,2021-03-10 03:01:10,37.1026,-8.357,53.6,58,0,9.22,clear sky
242,Salme,NP,2021-03-10 03:01:10,28.0369,85.0942,60.8,77,20,3.33,mist
243,Cidreira,BR,2021-03-10 03:01:11,-30.1811,-50.2056,68.65,77,0,1.32,clear sky
244,Nades,RO,2021-03-10 03:01:11,46.3167,24.7333,34.0,69,75,3.44,broken clouds
245,Nantucket,US,2021-03-10 02:54:46,41.2835,-70.0995,41.0,81,1,6.91,clear sky
246,Narsaq,GL,2021-03-10 03:01:12,60.9167,-46.05,23.0,50,75,6.91,broken clouds
247,Grindavik,IS,2021-03-10 03:01:12,63.8424,-22.4338,33.8,80,90,23.02,overcast clouds
248,Adre,TD,2021-03-10 03:01:13,13.4667,22.2,66.83,20,0,9.95,clear sky
249,Avarua,CK,2021-03-10 03:01:13,-21.2078,-159.775,80.6,78,90,4.61,light rain
250,Cabo San Lucas,MX,2021-03-10 02:59:09,22.8909,-109.9124,75.2,46,75,13.49,broken clouds
251,Kasama,ZM,2021-03-10 03:01:14,-10.2129,31.1808,58.41,98,56,1.39,broken clouds
252,Jonkoping,SE,2021-03-10 03:01:14,57.7814,14.1562,26.6,80,90,5.75,overcast clouds
253,Kholtoson,RU,2021-03-10 03:01:14,50.2981,103.3097,29.23,89,61,2.57,broken clouds
254,Khatanga,RU,2021-03-10 03:01:14,71.9667,102.5,-23.01,85,100,16.2,overcast clouds
255,Ambunti,PG,2021-03-10 03:01:15,-4.2365,142.8448,86.95,67,87,3.89,overcast clouds
256,Chokurdakh,RU,2021-03-10 03:01:15,70.6333,147.9167,-10.79,88,40,10.56,scattered clouds
257,Sajanan,TN,2021-03-10 03:01:15,37.0573,9.2426,55.4,71,40,14.97,scattered clouds
258,Kenai,US,2021-03-10 03:01:15,60.5544,-151.2583,33.8,86,90,9.22,light rain
259,Makakilo City,US,2021-03-10 02:54:35,21.3469,-158.0858,75.2,88,90,10.36,moderate rain
260,Itarema,BR,2021-03-10 02:53:24,-2.9248,-39.9167,78.75,84,93,9.08,overcast clouds
261,Clyde River,CA,2021-03-10 03:01:16,70.4692,-68.5914,-4.0,84,90,17.27,light snow
262,Rosario,AR,2021-03-10 03:00:15,-32.9468,-60.6393,73.4,60,0,8.05,clear sky
263,Saint-Joseph,RE,2021-03-10 03:01:16,-21.3667,55.6167,75.2,78,90,6.91,light rain
264,Cozumel,MX,2021-03-10 03:01:16,20.5083,-86.9458,75.2,60,20,6.91,few clouds
265,Pangnirtung,CA,2021-03-10 03:01:17,66.1451,-65.7125,-2.88,87,100,2.39,overcast clouds
266,Palu,ID,2021-03-10 03:01:17,-0.8917,119.8707,77.65,79,100,2.84,light rain
267,Sorland,NO,2021-03-10 03:01:17,67.667,12.6934,31.37,90,100,17.49,overcast clouds
268,Anda,CN,2021-03-10 03:01:17,46.4,125.3167,34.05,77,0,15.28,clear sky
269,Caravelas,BR,2021-03-10 02:53:55,-17.7125,-39.2481,74.75,90,99,4.5,overcast clouds
270,Cherskiy,RU,2021-03-10 03:01:18,68.75,161.3,-5.4,89,100,13.38,overcast clouds
271,Waling,NP,2021-03-10 03:01:18,27.9833,83.7667,76.21,19,0,1.74,clear sky
272,Muros,ES,2021-03-10 02:53:12,42.7762,-9.0603,39.0,90,86,4.14,overcast clouds
273,Kerouane,GN,2021-03-10 03:01:18,9.2667,-9.0167,73.98,73,97,4.25,overcast clouds
274,Taguisa,PH,2021-03-10 03:01:19,6.6983,124.0358,82.98,68,100,7.31,overcast clouds
275,San Antonio,US,2021-03-10 03:01:19,29.4241,-98.4936,66.2,68,75,13.8,broken clouds
276,Nome,US,2021-03-10 03:01:19,64.5011,-165.4064,19.4,86,90,13.8,overcast clouds
277,Cotonou,BJ,2021-03-10 02:49:42,6.3654,2.4183,84.2,84,40,14.97,scattered clouds
278,Kondinskoye,RU,2021-03-10 02:52:49,59.6481,67.41,-13.45,90,20,5.12,few clouds
279,Burnie,AU,2021-03-10 03:01:19,-41.0667,145.9167,66.99,61,31,8.01,scattered clouds
280,Comodoro Rivadavia,AR,2021-03-10 02:53:25,-45.8667,-67.5,78.8,34,0,20.71,clear sky
281,Te Anau,NZ,2021-03-10 03:01:20,-45.4167,167.7167,58.03,85,43,5.41,scattered clouds
282,Healdsburg,US,2021-03-10 02:58:46,38.6105,-122.8692,45.0,87,90,11.5,light rain
283,Kpandae,GH,2021-03-10 03:01:20,8.4689,-0.0113,79.57,61,100,7.7,overcast clouds
284,Fort Nelson,CA,2021-03-10 03:01:20,58.8053,-122.7002,19.4,32,20,8.05,few clouds
285,Baykit,RU,2021-03-10 03:01:21,61.67,96.37,12.06,92,100,5.77,overcast clouds
286,Oranjestad,AW,2021-03-10 03:00:12,12.524,-70.027,78.8,78,20,14.97,few clouds
287,Tiznit,MA,2021-03-10 03:01:21,29.5833,-9.5,48.72,79,11,2.8,few clouds
288,Anori,BR,2021-03-10 03:01:21,-3.7728,-61.6442,72.64,98,100,2.64,moderate rain
289,Thinadhoo,MV,2021-03-10 03:01:22,0.5333,72.9333,83.88,64,11,2.73,few clouds
290,Torbay,CA,2021-03-10 03:01:22,47.6666,-52.7314,27.0,86,20,19.57,few clouds
291,Orotukan,RU,2021-03-10 03:01:22,62.2667,151.7,-2.06,81,28,7.18,scattered clouds
292,La Macarena,CO,2021-03-10 03:01:22,2.1837,-73.7849,74.16,91,99,1.25,overcast clouds
293,Mugur-Aksy,RU,2021-03-10 03:01:23,50.35,90.5,17.06,81,0,4.16,clear sky
294,El Dorado,US,2021-03-10 02:55:30,38.7666,-120.5177,37.0,86,100,5.01,overcast clouds
295,Mishelevka,RU,2021-03-10 03:01:23,52.8575,103.1719,25.57,94,1,8.77,clear sky
296,Trairi,BR,2021-03-10 03:01:23,-3.2778,-39.2689,79.03,83,17,7.76,few clouds
297,Juegang,CN,2021-03-10 03:01:23,32.3174,121.1855,55.0,71,0,8.12,clear sky
298,Challans,FR,2021-03-10 03:01:24,46.8436,-1.8749,37.0,93,38,4.61,mist
299,San Angelo,US,2021-03-10 02:56:39,31.4638,-100.437,66.99,63,1,14.97,clear sky
300,Kabanjahe,ID,2021-03-10 03:01:24,3.1001,98.4908,82.4,78,20,8.05,few clouds
301,Santa Cruz,BO,2021-03-10 02:54:53,-17.8,-63.1667,73.4,100,0,4.61,clear sky
302,San Policarpo,PH,2021-03-10 03:01:24,12.1791,125.5072,80.47,79,99,17.05,overcast clouds
303,Bodden Town,KY,2021-03-10 02:57:01,19.2833,-81.25,77.0,78,75,17.27,broken clouds
304,Severo-Kurilsk,RU,2021-03-10 03:01:25,50.6789,156.125,31.64,95,100,18.79,overcast clouds
305,Samarai,PG,2021-03-10 03:01:25,-10.6167,150.6667,84.06,68,91,8.72,overcast clouds
306,Chiang Rai,TH,2021-03-10 03:01:25,19.9167,99.9167,69.8,73,1,3.44,mist
307,Cumberland,US,2021-03-10 03:01:25,35.0502,-78.8664,57.99,43,1,8.05,clear sky
308,Pacific Grove,US,2021-03-10 02:56:35,36.6177,-121.9166,51.01,86,98,13.49,light rain
309,Luderitz,NA,2021-03-10 03:01:26,-26.6481,15.1594,62.31,72,0,5.55,clear sky
310,Svobodnyy,RU,2021-03-10 03:01:26,51.4,128.1333,24.62,94,100,14.23,overcast clouds
311,Nago,JP,2021-03-10 03:01:26,26.5881,127.9761,71.6,60,40,12.66,scattered clouds
312,Husavik,IS,2021-03-10 03:01:27,66.0449,-17.3389,30.2,86,90,14.97,snow
313,Nizhniy Ingash,RU,2021-03-10 03:01:27,56.2,96.53,21.34,93,15,5.08,few clouds
314,Moerai,PF,2021-03-10 03:01:27,-22.4333,-151.3333,81.46,81,100,19.13,light rain
315,Singaraja,ID,2021-03-10 03:01:27,-8.112,115.0882,86.2,59,40,4.79,scattered clouds
316,Kawalu,ID,2021-03-10 02:53:58,-7.3817,108.2082,84.15,60,100,3.2,overcast clouds
317,Vestmannaeyjar,IS,2021-03-10 03:01:28,63.4427,-20.2734,36.3,79,100,19.8,overcast clouds
318,Sunrise Manor,US,2021-03-10 03:01:28,36.2111,-115.0731,60.8,20,20,14.97,few clouds
319,Tuensang,IN,2021-03-10 03:01:28,26.2833,94.8333,71.96,46,20,1.9,few clouds
320,Syamzha,RU,2021-03-10 03:01:28,60.0158,41.0614,-19.57,87,0,4.14,clear sky
321,Bilibino,RU,2021-03-10 03:01:29,68.0546,166.4372,-12.66,84,100,4.21,overcast clouds
322,Lagoa,PT,2021-03-10 03:01:29,39.05,-27.9833,59.74,91,100,23.51,overcast clouds
323,Axim,GH,2021-03-10 03:01:29,4.8699,-2.2405,79.9,86,100,7.18,light rain
324,Fez,MA,2021-03-10 03:01:15,34.0372,-4.9998,41.0,93,0,8.05,clear sky
325,Moree,AU,2021-03-10 03:01:30,-29.4667,149.85,87.8,45,94,6.91,overcast clouds
326,George,ZA,2021-03-10 03:01:30,-33.963,22.4617,71.6,53,20,13.8,few clouds
327,Marovoay,MG,2021-03-10 03:01:30,-16.1,46.6333,73.4,94,20,2.3,few clouds
328,Hobyo,SO,2021-03-10 02:54:17,5.3505,48.5268,77.02,85,9,11.07,clear sky
329,Prince Albert,CA,2021-03-10 02:58:08,53.2001,-105.7677,23.0,80,75,4.61,broken clouds
330,Ketchikan,US,2021-03-10 03:01:31,55.3422,-131.6461,42.8,70,20,8.05,few clouds
331,Shingu,JP,2021-03-10 03:01:31,33.7333,135.9833,60.8,44,20,16.11,few clouds
332,Progreso,MX,2021-03-10 03:01:32,21.2833,-89.6667,75.2,64,1,4.61,clear sky
333,Botou,CN,2021-03-10 03:01:32,38.0667,116.5667,59.54,49,38,12.55,scattered clouds
334,Sistranda,NO,2021-03-10 03:01:32,63.7256,8.834,32.0,64,0,24.16,clear sky
335,Penzance,GB,2021-03-10 03:01:33,50.1186,-5.5371,48.2,87,75,26.46,light rain
336,Faya,SA,2021-03-10 02:54:20,18.3851,42.4509,59.0,88,0,2.3,clear sky
337,Almaznyy,RU,2021-03-10 03:01:33,48.0448,40.045,23.0,80,0,6.71,light snow
338,Quang Ngai,VN,2021-03-10 03:01:34,15.1167,108.8,81.12,66,50,3.04,scattered clouds
339,Les Cayes,HT,2021-03-10 03:01:34,18.2,-73.75,74.62,82,94,6.71,overcast clouds
340,Mahanoro,MG,2021-03-10 03:01:34,-19.9,48.8,73.72,88,15,6.58,few clouds
341,Madimba,TZ,2021-03-10 03:01:35,-10.4,40.3333,79.0,86,96,8.95,overcast clouds
342,Teknaf,BD,2021-03-10 02:53:09,20.8624,92.3058,81.16,49,0,2.95,clear sky
343,Bandarbeyla,SO,2021-03-10 02:54:51,9.4942,50.8122,75.83,77,26,6.78,scattered clouds
344,Aklavik,CA,2021-03-10 02:54:54,68.2191,-135.0107,8.6,72,50,4.61,scattered clouds
345,Dutse,NG,2021-03-10 03:01:35,11.7594,9.3392,68.34,22,0,4.65,clear sky
346,Moose Factory,CA,2021-03-10 03:01:35,51.2585,-80.6094,35.6,80,90,3.44,light snow
347,San Cristobal,VE,2021-03-10 03:01:35,7.7669,-72.225,78.8,69,75,3.44,broken clouds
348,Santa Maria,BR,2021-03-10 02:52:56,-29.6842,-53.8069,66.2,88,0,4.61,clear sky
349,Ancud,CL,2021-03-10 03:01:36,-41.8697,-73.8203,61.0,100,90,19.57,light rain
350,Lethem,GY,2021-03-10 02:53:09,3.3803,-59.7968,79.45,64,15,11.65,few clouds
351,Kuzino,RU,2021-03-10 03:01:36,57.0224,59.4412,2.25,93,99,3.83,overcast clouds
352,Yenagoa,NG,2021-03-10 03:01:36,4.9247,6.2642,77.56,91,100,3.74,overcast clouds
353,Walvis Bay,NA,2021-03-10 03:01:37,-22.9575,14.5053,53.6,87,0,5.75,clear sky
354,Olavarria,AR,2021-03-10 03:01:37,-36.8927,-60.3225,62.01,69,0,5.01,clear sky
355,Morgan City,US,2021-03-10 03:01:37,29.6994,-91.2068,64.4,82,1,10.36,clear sky
356,Saskylakh,RU,2021-03-10 03:01:37,71.9167,114.0833,-23.67,83,88,14.32,overcast clouds
357,Necocli,CO,2021-03-10 03:01:38,8.4234,-76.786,77.97,87,100,6.62,overcast clouds
358,Diego De Almagro,CL,2021-03-10 03:01:38,-26.3667,-70.05,57.56,80,0,0.51,clear sky
359,Mehamn,NO,2021-03-10 03:01:38,71.0357,27.8492,13.89,91,85,11.99,overcast clouds
360,Nakamura,JP,2021-03-10 03:01:38,32.9833,132.9333,64.24,47,0,3.27,clear sky
361,Snasa,NO,2021-03-10 03:01:39,64.2457,12.3778,10.81,89,40,9.98,scattered clouds
362,Niquero,CU,2021-03-10 03:01:39,20.0431,-77.5828,73.31,73,22,20.42,few clouds
363,Ustye,RU,2021-03-10 03:01:39,59.6304,39.736,-15.74,88,0,4.88,clear sky
364,Whitehorse,CA,2021-03-10 02:59:07,60.7161,-135.0538,19.4,42,75,2.3,broken clouds
365,Juneau,US,2021-03-10 02:53:53,58.3019,-134.4197,35.6,41,40,4.61,scattered clouds
366,Beian,NO,2021-03-10 03:01:40,63.6559,9.5683,32.0,64,0,24.16,clear sky
367,Roald,NO,2021-03-10 02:54:48,62.5833,6.1333,39.2,56,0,12.66,clear sky
368,Mount Pleasant,US,2021-03-10 03:01:40,32.7941,-79.8626,52.0,81,20,6.49,few clouds
369,Haines Junction,CA,2021-03-10 02:59:12,60.7522,-137.5108,15.8,48,50,2.8,scattered clouds
370,Fairbanks,US,2021-03-10 02:58:07,64.8378,-147.7164,28.4,63,90,1.48,overcast clouds
371,Kurumkan,RU,2021-03-10 03:01:40,54.3,110.3,22.35,88,10,3.89,clear sky
372,Dobsina,SK,2021-03-10 03:01:41,48.8207,20.3699,21.2,79,20,1.14,few clouds
373,Kavieng,PG,2021-03-10 03:01:41,-2.5744,150.7967,84.65,67,94,11.63,overcast clouds
374,Nuuk,GL,2021-03-10 03:01:41,64.1835,-51.7216,21.2,93,90,5.75,light snow
375,Keningau,MY,2021-03-10 03:01:42,5.3378,116.1602,84.2,79,20,4.61,few clouds
376,Amurzet,RU,2021-03-10 03:01:42,47.6967,131.0981,30.54,91,53,7.09,broken clouds
377,Forio,IT,2021-03-10 03:01:42,40.7342,13.8646,51.01,84,100,5.99,overcast clouds
378,Alihe,CN,2021-03-10 03:01:42,50.5667,123.7167,28.63,81,100,5.75,overcast clouds
379,Kropotkin,RU,2021-03-10 02:54:59,45.4375,40.5756,32.0,86,71,3.4,broken clouds
380,Biloxi,US,2021-03-10 02:57:27,30.396,-88.8853,62.6,77,1,13.8,clear sky
381,Revda,RU,2021-03-10 03:01:43,56.801,59.9303,3.2,85,40,3.91,light snow
382,Naro Moru,KE,2021-03-10 03:01:43,-0.1676,37.0213,50.18,59,32,2.64,scattered clouds
383,Svetlogorsk,BY,2021-03-10 03:01:43,52.6333,29.7333,14.85,93,4,4.07,clear sky
384,Shimanovsk,RU,2021-03-10 03:01:44,52.0,127.7,25.43,92,100,12.44,overcast clouds
385,La Moncada,MX,2021-03-10 03:01:44,20.2667,-100.8,61.54,33,0,6.51,clear sky
386,Inuvik,CA,2021-03-10 03:01:44,68.3499,-133.7218,8.6,72,39,4.61,scattered clouds
387,Beira,MZ,2021-03-10 02:54:16,-19.8436,34.8389,73.4,94,40,5.75,scattered clouds
388,Vila,PT,2021-03-10 03:01:44,42.0304,-8.1588,36.0,90,67,1.01,broken clouds
389,Mazyr,BY,2021-03-10 03:01:45,52.0495,29.2456,18.12,95,1,2.51,clear sky
390,Bathsheba,BB,2021-03-10 03:01:45,13.2167,-59.5167,78.8,61,40,25.32,scattered clouds
391,Tessalit,ML,2021-03-10 03:01:45,20.1986,1.0114,76.98,15,64,6.11,broken clouds
392,Portland,US,2021-03-10 02:51:10,45.5234,-122.6762,46.99,73,97,4.0,overcast clouds
393,Sitka,US,2021-03-10 03:01:46,57.0531,-135.33,39.2,52,75,11.5,broken clouds
394,Prieska,ZA,2021-03-10 03:01:46,-29.6641,22.7474,60.84,49,38,6.33,scattered clouds
395,Mana,GF,2021-03-10 03:01:46,5.6592,-53.7767,76.42,88,94,8.55,overcast clouds
396,Kathmandu,NP,2021-03-10 02:57:51,27.7167,85.3167,60.8,77,20,1.83,mist
397,Saint-Augustin,CA,2021-03-10 03:01:46,51.226,-58.6502,19.87,95,65,9.64,broken clouds
398,Kaeo,NZ,2021-03-10 03:01:47,-35.1,173.7833,72.0,66,100,13.0,overcast clouds
399,Aketi,CD,2021-03-10 03:01:47,2.7388,23.7833,70.43,86,100,1.5,overcast clouds
400,Crestview,US,2021-03-10 03:01:47,30.7621,-86.5705,55.4,67,1,2.3,clear sky
401,Mount Gambier,AU,2021-03-10 03:01:47,-37.8333,140.7667,68.0,52,90,8.05,overcast clouds
402,Kisangani,CD,2021-03-10 02:55:07,0.5167,25.2,68.45,97,100,2.66,light rain
403,Talcahuano,CL,2021-03-10 03:01:48,-36.7167,-73.1167,60.8,88,90,4.61,overcast clouds
404,Tarata,BO,2021-03-10 03:01:48,-17.6167,-66.0167,57.2,51,20,3.44,few clouds
405,Tayu,ID,2021-03-10 02:55:26,-6.5397,111.0518,83.68,70,95,12.08,moderate rain
406,Sidmouth,GB,2021-03-10 03:01:48,50.6909,-3.2397,46.4,76,40,16.11,scattered clouds
407,Iskateley,RU,2021-03-10 02:54:12,67.6803,53.1512,3.29,94,100,8.86,light snow
408,Kautokeino,NO,2021-03-10 02:54:54,69.0125,23.0412,2.86,93,100,12.1,overcast clouds
409,Esperance,AU,2021-03-10 03:01:49,-33.8667,121.9,77.0,50,99,14.97,light rain
410,Dorado,PR,2021-03-10 03:01:49,18.4588,-66.2677,75.0,89,18,3.0,few clouds
411,Lao Cai,VN,2021-03-10 03:01:49,22.4833,103.95,78.75,63,67,3.44,broken clouds
412,Inhambane,MZ,2021-03-10 02:51:02,-23.865,35.3833,73.08,83,4,8.93,clear sky
413,Oistins,BB,2021-03-10 02:59:11,13.0667,-59.5333,78.8,61,40,25.32,scattered clouds
414,Pisco,PE,2021-03-10 02:53:07,-13.7,-76.2167,75.2,73,0,5.75,clear sky
415,Aloleng,PH,2021-03-10 03:01:50,16.1307,119.7824,85.91,53,4,8.59,clear sky
416,Champerico,GT,2021-03-10 02:53:40,14.3,-91.9167,69.01,84,100,1.01,overcast clouds
417,Filingue,NE,2021-03-10 03:01:50,14.3521,3.3168,79.14,16,81,5.23,broken clouds
418,Hellin,ES,2021-03-10 03:01:50,38.5106,-1.701,39.2,100,0,3.15,clear sky
419,Shangzhi,CN,2021-03-10 03:01:51,45.2167,127.9667,29.57,93,11,3.96,few clouds
420,Zwedru,LR,2021-03-10 03:01:51,6.0667,-8.1281,73.09,98,98,3.11,overcast clouds
421,La Paz,BO,2021-03-10 02:58:35,-16.5,-68.15,41.0,87,20,8.05,few clouds
422,Wanaka,NZ,2021-03-10 03:01:52,-44.7,169.15,55.87,77,99,6.87,overcast clouds
423,Barghat,IN,2021-03-10 03:01:52,22.0333,79.7167,83.05,17,0,4.9,clear sky
424,La Palma,US,2021-03-10 03:01:53,33.8464,-118.0467,57.2,62,75,6.91,broken clouds
425,Antalaha,MG,2021-03-10 03:01:53,-14.9003,50.2788,74.3,90,99,4.81,overcast clouds
426,Ahipara,NZ,2021-03-10 02:54:35,-35.1667,173.1667,69.04,69,99,13.85,overcast clouds
427,Broome,US,2021-03-10 02:53:13,42.2506,-75.833,37.4,65,1,1.36,clear sky
428,Port Lincoln,AU,2021-03-10 02:54:44,-34.7333,135.8667,67.48,70,100,9.06,overcast clouds
429,Bonavista,CA,2021-03-10 03:01:54,48.6499,-53.1147,27.0,74,81,8.05,broken clouds
430,Oriximina,BR,2021-03-10 03:01:54,-1.7656,-55.8661,73.15,95,100,2.37,overcast clouds
431,Luwuk,ID,2021-03-10 03:01:54,-0.9516,122.7875,86.34,58,100,1.88,overcast clouds
432,Kvitok,RU,2021-03-10 03:01:54,56.0724,98.4813,21.96,93,57,4.59,broken clouds
433,Adrar,MR,2021-03-10 02:53:35,20.5022,-10.0711,58.17,41,78,13.02,broken clouds
434,Auki,SB,2021-03-10 03:01:55,-8.7676,160.7034,83.01,76,100,2.44,overcast clouds
435,Gigmoto,PH,2021-03-10 03:01:55,13.7796,124.39,82.96,66,40,14.88,scattered clouds
436,Natchez,US,2021-03-10 03:01:55,31.5604,-91.4032,64.4,68,1,18.41,clear sky
437,Tkibuli,GE,2021-03-10 03:01:56,42.3477,42.9981,37.4,93,40,6.91,scattered clouds
438,Guane,CU,2021-03-10 03:01:48,22.2025,-84.0875,67.64,65,6,13.24,clear sky
439,Oranjemund,NA,2021-03-10 02:55:12,-28.55,16.4333,61.75,78,0,2.91,clear sky
440,Lipari,IT,2021-03-10 03:01:56,38.4674,14.954,55.0,74,91,3.0,overcast clouds
441,Letlhakane,BW,2021-03-10 03:01:56,-21.4167,25.5833,74.19,41,72,4.18,broken clouds
442,El Tarra,CO,2021-03-10 03:01:56,8.5756,-73.0949,73.65,80,82,1.14,broken clouds
443,Yumen,CN,2021-03-10 03:01:57,40.2833,97.2,43.97,52,62,8.9,broken clouds
444,Hervey Bay,AU,2021-03-10 02:54:32,-25.2986,152.8535,88.0,51,40,11.5,scattered clouds
445,Prabumulih,ID,2021-03-10 03:01:57,-3.45,104.25,81.72,78,87,4.94,overcast clouds
446,Brownwood,US,2021-03-10 03:01:57,31.7093,-98.9912,66.2,63,90,11.5,overcast clouds
447,Matara,LK,2021-03-10 02:53:10,5.9485,80.5353,82.2,68,92,3.78,overcast clouds
448,Quatre Cocos,MU,2021-03-10 03:01:58,-20.2078,57.7625,77.0,88,75,10.36,broken clouds
449,Pa Sang,TH,2021-03-10 03:01:58,18.5262,98.9394,84.99,53,0,2.3,haze
450,Maine-Soroa,NE,2021-03-10 03:01:58,13.2114,12.0241,75.76,15,0,10.2,clear sky
451,Sobolevo,RU,2021-03-10 03:01:58,54.4299,31.8996,13.24,95,100,5.88,light snow
452,Lahad Datu,MY,2021-03-10 03:01:59,5.0268,118.327,86.31,61,93,2.13,overcast clouds
453,Weligama,LK,2021-03-10 02:57:14,5.9667,80.4167,81.55,70,94,2.42,overcast clouds
454,Qasigiannguit,GL,2021-03-10 03:01:59,68.8193,-51.1922,17.6,73,90,3.89,overcast clouds
455,Weatherford,US,2021-03-10 03:01:54,32.7593,-97.7972,68.0,73,100,7.0,overcast clouds
456,Rafsanjan,IR,2021-03-10 03:01:59,30.4067,55.9939,56.62,35,0,14.81,clear sky
457,Zambezi,ZM,2021-03-10 03:02:00,-13.5432,23.1047,65.86,91,100,1.12,light rain
458,Bognor Regis,GB,2021-03-10 03:00:13,50.7821,-0.6798,46.0,89,100,5.01,overcast clouds
459,Pasni,PK,2021-03-10 02:59:14,25.2631,63.471,70.23,72,0,3.69,clear sky
460,Cepari,RO,2021-03-10 03:02:00,44.7979,24.6766,31.41,99,100,12.26,snow
461,Khorramshahr,IR,2021-03-10 03:02:00,30.4397,48.1664,59.0,67,0,4.61,clear sky
462,Duku,NG,2021-03-10 03:02:01,11.2361,4.9073,80.73,17,35,7.07,scattered clouds
463,Biltine,TD,2021-03-10 03:02:01,14.5333,20.9167,75.51,15,0,13.56,clear sky
